segment,country,product,discount_band,units_sold,sale_price,gross_sales,discounts,net_sales,cogs,profit,month_name,month_number,year,sale_date,exchange_rate,target_currency,net_sales_converted,profit_converted
Government,Mexico,VTT,Low,1397.0,350.0,488950.0,4889.5,484060.5,363220.0,120840.5,October,10,2014,2014-10-01,0.744561,GBP,360412.57,89973.12
Enterprise,France,VTT,Low,1744.0,125.0,218000.0,2180.0,215820.0,209280.0,6540.0,November,11,2014,2014-11-01,0.744561,GBP,160691.16,4869.43
Channel Partners,United States of America,Amarilla,Low,1989.0,12.0,23868.0,238.68,23629.32,5967.0,17662.32,September,9,2013,2013-09-01,0.744561,GBP,17593.47,13150.67
Midmarket,France,Amarilla,Low,321.0,15.0,4815.0,48.15,4766.85,3210.0,1556.8500000000004,November,11,2013,2013-11-01,0.744561,GBP,3549.21,1159.17
Enterprise,Canada,Carretera,Low,742.5,125.0,92812.5,1856.25,90956.25,89100.0,1856.25,April,4,2014,2014-04-01,0.744561,GBP,67722.48,1382.09
Channel Partners,Canada,Carretera,Low,1295.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,October,10,2014,2014-10-01,0.744561,GBP,11339.07,8446.45
Small Business,Germany,Carretera,Low,214.0,300.0,64200.0,1284.0,62916.0,53500.0,9416.0,October,10,2013,2013-10-01,0.744561,GBP,46844.8,7010.79
Government,France,Carretera,Low,2145.0,7.0,15015.0,300.3,14714.7,10725.0,3989.7000000000007,November,11,2013,2013-11-01,0.744561,GBP,10955.99,2970.58
Government,Canada,Carretera,Low,2852.0,350.0,998200.0,19964.0,978236.0,741520.0,236716.0,December,12,2014,2014-12-01,0.744561,GBP,728356.37,176249.5
Channel Partners,United States of America,Montana,Low,1142.0,12.0,13704.0,274.08,13429.92,3426.0,10003.92,June,6,2014,2014-06-01,0.744561,GBP,9999.39,7448.53
Government,United States of America,Montana,Low,1566.0,20.0,31320.0,626.4,30693.6,15660.0,15033.599999999999,October,10,2014,2014-10-01,0.744561,GBP,22853.26,11193.43
Channel Partners,Mexico,Montana,Low,690.0,12.0,8280.0,165.6,8114.4,2070.0,6044.4,November,11,2014,2014-11-01,0.744561,GBP,6041.67,4500.42
Enterprise,Mexico,Montana,Low,1660.0,125.0,207500.0,4150.0,203350.0,199200.0,4150.0,November,11,2013,2013-11-01,0.744561,GBP,151406.48,3089.93
Midmarket,Canada,Paseo,Low,2363.0,15.0,35445.0,708.9,34736.1,23630.0,11106.099999999999,February,2,2014,2014-02-01,0.744561,GBP,25863.15,8269.17
Small Business,France,Paseo,Low,918.0,300.0,275400.0,5508.0,269892.0,229500.0,40392.0,May,5,2014,2014-05-01,0.744561,GBP,200951.06,30074.31
Small Business,Germany,Paseo,Low,1728.0,300.0,518400.0,10368.0,508032.0,432000.0,76032.0,May,5,2014,2014-05-01,0.744561,GBP,378260.81,56610.46
Channel Partners,United States of America,Paseo,Low,1142.0,12.0,13704.0,274.08,13429.92,3426.0,10003.92,June,6,2014,2014-06-01,0.744561,GBP,9999.39,7448.53
Enterprise,Mexico,Paseo,Low,662.0,125.0,82750.0,1655.0,81095.0,79440.0,1655.0,June,6,2014,2014-06-01,0.744561,GBP,60380.17,1232.25
Channel Partners,Canada,Paseo,Low,1295.0,12.0,15540.0,310.8,15229.2,3885.0,11344.2,October,10,2014,2014-10-01,0.744561,GBP,11339.07,8446.45
Enterprise,Germany,Paseo,Low,809.0,125.0,101125.0,2022.5,99102.5,97080.0,2022.5,October,10,2013,2013-10-01,0.744561,GBP,73787.86,1505.87
Enterprise,Mexico,Paseo,Low,2145.0,125.0,268125.0,5362.5,262762.5,257400.0,5362.5,October,10,2013,2013-10-01,0.744561,GBP,195642.71,3992.71
Channel Partners,France,Paseo,Low,1785.0,12.0,21420.0,428.4,20991.6,5355.0,15636.599999999999,November,11,2013,2013-11-01,0.744561,GBP,15629.53,11642.4
Small Business,Canada,Paseo,Low,1916.0,300.0,574800.0,11496.0,563304.0,479000.0,84304.0,December,12,2014,2014-12-01,0.744561,GBP,419414.19,62769.47
Government,Canada,Paseo,Low,2852.0,350.0,998200.0,19964.0,978236.0,741520.0,236716.0,December,12,2014,2014-12-01,0.744561,GBP,728356.37,176249.5
Enterprise,Canada,Paseo,Low,2729.0,125.0,341125.0,6822.5,334302.5,327480.0,6822.5,December,12,2014,2014-12-01,0.744561,GBP,248908.6,5079.77
Midmarket,United States of America,Paseo,Low,1925.0,15.0,28875.0,577.5,28297.5,19250.0,9047.5,December,12,2013,2013-12-01,0.744561,GBP,21069.21,6736.42
Government,United States of America,Paseo,Low,2013.0,7.0,14091.0,281.82,13809.18,10065.0,3744.1800000000003,December,12,2013,2013-12-01,0.744561,GBP,10281.78,2787.77
Channel Partners,France,Paseo,Low,1055.0,12.0,12660.0,253.2,12406.8,3165.0,9241.8,December,12,2014,2014-12-01,0.744561,GBP,9237.62,6881.08
Channel Partners,Mexico,Paseo,Low,1084.0,12.0,13008.0,260.16,12747.84,3252.0,9495.84,December,12,2014,2014-12-01,0.744561,GBP,9491.54,7070.23
Government,United States of America,Velo,Low,1566.0,20.0,31320.0,626.4,30693.6,15660.0,15033.599999999999,October,10,2014,2014-10-01,0.744561,GBP,22853.26,11193.43
Government,Germany,Velo,Low,2966.0,350.0,1038100.0,20762.0,1017338.0,771160.0,246178.0,October,10,2013,2013-10-01,0.744561,GBP,757470.2,183294.54
Government,Germany,Velo,Low,2877.0,350.0,1006950.0,20139.0,986811.0,748020.0,238791.0,October,10,2014,2014-10-01,0.744561,GBP,734740.98,177794.47
Enterprise,Germany,Velo,Low,809.0,125.0,101125.0,2022.5,99102.5,97080.0,2022.5,October,10,2013,2013-10-01,0.744561,GBP,73787.86,1505.87
Enterprise,Mexico,Velo,Low,2145.0,125.0,268125.0,5362.5,262762.5,257400.0,5362.5,October,10,2013,2013-10-01,0.744561,GBP,195642.71,3992.71
Channel Partners,France,Velo,Low,1055.0,12.0,12660.0,253.2,12406.8,3165.0,9241.8,December,12,2014,2014-12-01,0.744561,GBP,9237.62,6881.08
Government,Mexico,Velo,Low,544.0,20.0,10880.0,217.6,10662.4,5440.0,5222.4,December,12,2013,2013-12-01,0.744561,GBP,7938.81,3888.4
Channel Partners,Mexico,Velo,Low,1084.0,12.0,13008.0,260.16,12747.84,3252.0,9495.84,December,12,2014,2014-12-01,0.744561,GBP,9491.54,7070.23
Enterprise,Mexico,VTT,Low,662.0,125.0,82750.0,1655.0,81095.0,79440.0,1655.0,June,6,2014,2014-06-01,0.744561,GBP,60380.17,1232.25
Small Business,Germany,VTT,Low,214.0,300.0,64200.0,1284.0,62916.0,53500.0,9416.0,October,10,2013,2013-10-01,0.744561,GBP,46844.8,7010.79
Government,Germany,VTT,Low,2877.0,350.0,1006950.0,20139.0,986811.0,748020.0,238791.0,October,10,2014,2014-10-01,0.744561,GBP,734740.98,177794.47
Enterprise,Canada,VTT,Low,2729.0,125.0,341125.0,6822.5,334302.5,327480.0,6822.5,December,12,2014,2014-12-01,0.744561,GBP,248908.6,5079.77
Government,United States of America,VTT,Low,266.0,350.0,93100.0,1862.0,91238.0,69160.0,22078.0,December,12,2013,2013-12-01,0.744561,GBP,67932.26,16438.42
Government,Mexico,VTT,Low,1940.0,350.0,679000.0,13580.0,665420.0,504400.0,161020.0,December,12,2013,2013-12-01,0.744561,GBP,495445.78,119889.21
Small Business,Germany,Amarilla,Low,259.0,300.0,77700.0,1554.0,76146.0,64750.0,11396.0,March,3,2014,2014-03-01,0.744561,GBP,56695.34,8485.02
Small Business,Mexico,Amarilla,Low,1101.0,300.0,330300.0,6606.0,323694.0,275250.0,48444.0,March,3,2014,2014-03-01,0.744561,GBP,241009.93,36069.51
Enterprise,Germany,Amarilla,Low,2276.0,125.0,284500.0,5690.0,278810.0,273120.0,5690.0,May,5,2014,2014-05-01,0.744561,GBP,207591.05,4236.55
Government,Germany,Amarilla,Low,2966.0,350.0,1038100.0,20762.0,1017338.0,771160.0,246178.0,October,10,2013,2013-10-01,0.744561,GBP,757470.2,183294.54
Government,United States of America,Amarilla,Low,1236.0,20.0,24720.0,494.4,24225.6,12360.0,11865.599999999999,November,11,2014,2014-11-01,0.744561,GBP,18037.44,8834.66
Government,France,Amarilla,Low,941.0,20.0,18820.0,376.4,18443.6,9410.0,9033.599999999999,November,11,2014,2014-11-01,0.744561,GBP,13732.39,6726.07
Small Business,Canada,Amarilla,Low,1916.0,300.0,574800.0,11496.0,563304.0,479000.0,84304.0,December,12,2014,2014-12-01,0.744561,GBP,419414.19,62769.47
Enterprise,France,Carretera,Low,4243.5,125.0,530437.5,15913.125,514524.375,509220.0,5304.375,April,4,2014,2014-04-01,0.744561,GBP,383094.78,3949.43
Government,Germany,Carretera,Low,2580.0,20.0,51600.0,1548.0,50052.0,25800.0,24252.0,April,4,2014,2014-04-01,0.744561,GBP,37266.77,18057.09
Small Business,Germany,Carretera,Low,689.0,300.0,206700.0,6201.0,200499.0,172250.0,28249.0,June,6,2014,2014-06-01,0.744561,GBP,149283.74,21033.1
Channel Partners,United States of America,Carretera,Low,1947.0,12.0,23364.0,700.92,22663.08,5841.0,16822.08,September,9,2014,2014-09-01,0.744561,GBP,16874.05,12525.06
Channel Partners,Canada,Carretera,Low,908.0,12.0,10896.0,326.88,10569.12,2724.0,7845.120000000001,December,12,2013,2013-12-01,0.744561,GBP,7869.35,5841.17
Government,Germany,Montana,Low,1958.0,7.0,13706.0,411.18,13294.82,9790.0,3504.8199999999997,February,2,2014,2014-02-01,0.744561,GBP,9898.8,2609.55
Channel Partners,France,Montana,Low,1901.0,12.0,22812.0,684.36,22127.64,5703.0,16424.64,June,6,2014,2014-06-01,0.744561,GBP,16475.38,12229.15
Government,France,Montana,Low,544.0,7.0,3808.0,114.24,3693.76,2720.0,973.7600000000002,September,9,2014,2014-09-01,0.744561,GBP,2750.23,725.02
Government,Germany,Montana,Low,1797.0,350.0,628950.0,18868.5,610081.5,467220.0,142861.5,September,9,2013,2013-09-01,0.744561,GBP,454242.89,106369.1
Enterprise,France,Montana,Low,1287.0,125.0,160875.0,4826.25,156048.75,154440.0,1608.75,December,12,2014,2014-12-01,0.744561,GBP,116187.81,1197.81
Enterprise,Germany,Montana,Low,1706.0,125.0,213250.0,6397.5,206852.5,204720.0,2132.5,December,12,2014,2014-12-01,0.744561,GBP,154014.3,1587.78
Small Business,France,Paseo,Low,2434.5,300.0,730350.0,21910.5,708439.5,608625.0,99814.5,January,1,2014,2014-01-01,0.744561,GBP,527476.42,74317.98
Enterprise,Canada,Paseo,Low,1774.0,125.0,221750.0,6652.5,215097.5,212880.0,2217.5,March,3,2014,2014-03-01,0.744561,GBP,160153.21,1651.06
Channel Partners,France,Paseo,Low,1901.0,12.0,22812.0,684.36,22127.64,5703.0,16424.64,June,6,2014,2014-06-01,0.744561,GBP,16475.38,12229.15
Small Business,Germany,Paseo,Low,689.0,300.0,206700.0,6201.0,200499.0,172250.0,28249.0,June,6,2014,2014-06-01,0.744561,GBP,149283.74,21033.1
Enterprise,Germany,Paseo,Low,1570.0,125.0,196250.0,5887.5,190362.5,188400.0,1962.5,June,6,2014,2014-06-01,0.744561,GBP,141736.49,1461.2
Channel Partners,United States of America,Paseo,Low,1369.5,12.0,16434.0,493.02,15940.98,4108.5,11832.48,July,7,2014,2014-07-01,0.744561,GBP,11869.03,8810.0
Enterprise,Canada,Paseo,Low,2009.0,125.0,251125.0,7533.75,243591.25,241080.0,2511.25,October,10,2014,2014-10-01,0.744561,GBP,181368.54,1869.78
Midmarket,Germany,Paseo,Low,1945.0,15.0,29175.0,875.25,28299.75,19450.0,8849.75,October,10,2013,2013-10-01,0.744561,GBP,21070.89,6589.18
Enterprise,France,Paseo,Low,1287.0,125.0,160875.0,4826.25,156048.75,154440.0,1608.75,December,12,2014,2014-12-01,0.744561,GBP,116187.81,1197.81
Enterprise,Germany,Paseo,Low,1706.0,125.0,213250.0,6397.5,206852.5,204720.0,2132.5,December,12,2014,2014-12-01,0.744561,GBP,154014.3,1587.78
Enterprise,Canada,Velo,Low,2009.0,125.0,251125.0,7533.75,243591.25,241080.0,2511.25,October,10,2014,2014-10-01,0.744561,GBP,181368.54,1869.78
Small Business,United States of America,VTT,Low,2844.0,300.0,853200.0,25596.0,827604.0,711000.0,116604.0,February,2,2014,2014-02-01,0.744561,GBP,616201.66,86818.79
Channel Partners,Mexico,VTT,Low,1916.0,12.0,22992.0,689.76,22302.24,5748.0,16554.24,April,4,2014,2014-04-01,0.744561,GBP,16605.38,12325.64
Enterprise,Germany,VTT,Low,1570.0,125.0,196250.0,5887.5,190362.5,188400.0,1962.5,June,6,2014,2014-06-01,0.744561,GBP,141736.49,1461.2
Small Business,Canada,VTT,Low,1874.0,300.0,562200.0,16866.0,545334.0,468500.0,76834.0,August,8,2014,2014-08-01,0.744561,GBP,406034.43,57207.6
Government,Mexico,VTT,Low,1642.0,350.0,574700.0,17241.0,557459.0,426920.0,130539.0,August,8,2014,2014-08-01,0.744561,GBP,415062.23,97194.25
Midmarket,Germany,VTT,Low,1945.0,15.0,29175.0,875.25,28299.75,19450.0,8849.75,October,10,2013,2013-10-01,0.744561,GBP,21070.89,6589.18
Government,Canada,Carretera,Low,831.0,20.0,16620.0,498.6,16121.4,8310.0,7811.4,May,5,2014,2014-05-01,0.744561,GBP,12003.37,5816.06
Government,Mexico,Paseo,Low,1760.0,7.0,12320.0,369.6,11950.4,8800.0,3150.3999999999996,September,9,2013,2013-09-01,0.744561,GBP,8897.8,2345.66
Government,Canada,Velo,Low,3850.5,20.0,77010.0,2310.3,74699.70000000001,38505.0,36194.700000000004,April,4,2014,2014-04-01,0.744561,GBP,55618.48,26949.16
Channel Partners,Germany,VTT,Low,2479.0,12.0,29748.0,892.44,28855.56,7437.0,21418.56,January,1,2014,2014-01-01,0.744561,GBP,21484.72,15947.42
Midmarket,Mexico,Montana,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,0.744561,GBP,21775.73,6653.69
Midmarket,Mexico,Paseo,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,0.744561,GBP,21775.73,6653.69
Midmarket,France,Paseo,Low,2261.0,15.0,33915.0,1356.6,32558.4,22610.0,9948.400000000001,December,12,2013,2013-12-01,0.744561,GBP,24241.71,7407.19
Government,United States of America,Velo,Low,736.0,20.0,14720.0,588.8,14131.2,7360.0,6771.200000000001,September,9,2013,2013-09-01,0.744561,GBP,10521.54,5041.57
Government,Canada,Carretera,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,0.744561,GBP,14264.84,3651.12
Small Business,Germany,Carretera,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,0.744561,GBP,433370.24,57180.8
Government,United States of America,Carretera,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,0.744561,GBP,68547.26,15504.74
Midmarket,Canada,Montana,Low,1967.0,15.0,29505.0,1180.2,28324.8,19670.0,8654.8,March,3,2014,2014-03-01,0.744561,GBP,21089.54,6444.03
Small Business,Germany,Montana,Low,1859.0,300.0,557700.0,22308.0,535392.0,464750.0,70642.0,August,8,2014,2014-08-01,0.744561,GBP,398632.0,52597.28
Government,Canada,Montana,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,0.744561,GBP,14264.84,3651.12
Small Business,Germany,Montana,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,0.744561,GBP,433370.24,57180.8
Enterprise,Mexico,Montana,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,0.744561,GBP,101677.25,0.0
Government,Canada,Paseo,Low,4251.0,7.0,29757.0,1190.28,28566.72,21255.0,7311.719999999999,January,1,2014,2014-01-01,0.744561,GBP,21269.67,5444.02
Enterprise,Germany,Paseo,Low,795.0,125.0,99375.0,3975.0,95400.0,95400.0,0.0,March,3,2014,2014-03-01,0.744561,GBP,71031.12,0.0
Small Business,Germany,Paseo,Low,1414.5,300.0,424350.0,16974.0,407376.0,353625.0,53751.0,April,4,2014,2014-04-01,0.744561,GBP,303316.28,40020.9
Small Business,United States of America,Paseo,Low,2918.0,300.0,875400.0,35016.0,840384.0,729500.0,110884.0,May,5,2014,2014-05-01,0.744561,GBP,625717.15,82559.9
Government,United States of America,Paseo,Low,3450.0,350.0,1207500.0,48300.0,1159200.0,897000.0,262200.0,July,7,2014,2014-07-01,0.744561,GBP,863095.11,195223.89
Enterprise,France,Paseo,Low,2988.0,125.0,373500.0,14940.0,358560.0,358560.0,0.0,July,7,2014,2014-07-01,0.744561,GBP,266969.79,0.0
Midmarket,Canada,Paseo,Low,218.0,15.0,3270.0,130.8,3139.2,2180.0,959.1999999999998,September,9,2014,2014-09-01,0.744561,GBP,2337.33,714.18
Government,Canada,Paseo,Low,2074.0,20.0,41480.0,1659.2,39820.8,20740.0,19080.800000000003,September,9,2014,2014-09-01,0.744561,GBP,29649.01,14206.82
Government,United States of America,Paseo,Low,1056.0,20.0,21120.0,844.8,20275.2,10560.0,9715.2,September,9,2014,2014-09-01,0.744561,GBP,15096.12,7233.56
Midmarket,United States of America,Paseo,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,0.744561,GBP,7194.25,2198.24
Midmarket,Mexico,Paseo,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,0.744561,GBP,16232.62,4959.97
Government,United States of America,Paseo,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,0.744561,GBP,68547.26,15504.74
Enterprise,Mexico,Paseo,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,0.744561,GBP,101677.25,0.0
Channel Partners,United States of America,Velo,Low,1465.0,12.0,17580.0,703.2,16876.8,4395.0,12481.8,March,3,2014,2014-03-01,0.744561,GBP,12565.81,9293.46
Government,Canada,Velo,Low,2646.0,20.0,52920.0,2116.8,50803.2,26460.0,24343.199999999997,September,9,2013,2013-09-01,0.744561,GBP,37826.08,18125.0
Government,France,Velo,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,0.744561,GBP,544625.52,123189.11
Channel Partners,France,VTT,Low,866.0,12.0,10392.0,415.68,9976.32,2598.0,7378.32,May,5,2014,2014-05-01,0.744561,GBP,7427.98,5493.61
Government,United States of America,VTT,Low,349.0,350.0,122150.0,4886.0,117264.0,90740.0,26524.0,September,9,2013,2013-09-01,0.744561,GBP,87310.2,19748.74
Government,France,VTT,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,0.744561,GBP,544625.52,123189.11
Midmarket,Mexico,VTT,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,0.744561,GBP,16232.62,4959.97
Government,Mexico,Amarilla,Low,1865.0,350.0,652750.0,26110.0,626640.0,484900.0,141740.0,February,2,2014,2014-02-01,0.744561,GBP,466571.71,105534.08
Enterprise,Mexico,Amarilla,Low,1074.0,125.0,134250.0,5370.0,128880.0,128880.0,0.0,April,4,2014,2014-04-01,0.744561,GBP,95959.02,0.0
Government,Germany,Amarilla,Low,1907.0,350.0,667450.0,26698.0,640752.0,495820.0,144932.0,September,9,2014,2014-09-01,0.744561,GBP,477078.95,107910.71
Midmarket,United States of America,Amarilla,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,0.744561,GBP,7194.25,2198.24
Government,Canada,Amarilla,Low,1778.0,350.0,622300.0,24892.0,597408.0,462280.0,135128.0,December,12,2013,2013-12-01,0.744561,GBP,444806.7,100611.04
Government,Germany,Montana,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,0.744561,GBP,5738.59,1423.86
Government,Germany,Paseo,Medium,1372.0,7.0,9604.0,480.2,9123.8,6860.0,2263.7999999999993,January,1,2014,2014-01-01,0.744561,GBP,6793.23,1685.54
Government,Canada,Paseo,Medium,2349.0,7.0,16443.0,822.15,15620.85,11745.0,3875.8500000000004,September,9,2013,2013-09-01,0.744561,GBP,11630.68,2885.81
Government,Mexico,Paseo,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,0.744561,GBP,13314.13,3303.51
Channel Partners,Canada,Paseo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,0.744561,GBP,20634.32,15204.23
Channel Partners,Canada,Velo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,0.744561,GBP,20634.32,15204.23
Government,Mexico,VTT,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,0.744561,GBP,13314.13,3303.51
Government,Mexico,Amarilla,Medium,1683.0,7.0,11781.0,589.05,11191.95,8415.0,2776.9500000000007,July,7,2014,2014-07-01,0.744561,GBP,8333.09,2067.61
Channel Partners,Mexico,Amarilla,Medium,1123.0,12.0,13476.0,673.8,12802.2,3369.0,9433.2,August,8,2014,2014-08-01,0.744561,GBP,9532.02,7023.59
Government,Germany,Amarilla,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,0.744561,GBP,5738.59,1423.86
Channel Partners,France,Carretera,Medium,1865.0,12.0,22380.0,1119.0,21261.0,5595.0,15666.0,February,2,2014,2014-02-01,0.744561,GBP,15830.11,11664.29
Channel Partners,Germany,Carretera,Medium,1116.0,12.0,13392.0,669.6,12722.4,3348.0,9374.4,February,2,2014,2014-02-01,0.744561,GBP,9472.6,6979.81
Government,France,Carretera,Medium,1563.0,20.0,31260.0,1563.0,29697.0,15630.0,14067.0,May,5,2014,2014-05-01,0.744561,GBP,22111.23,10473.74
Small Business,United States of America,Carretera,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,0.744561,GBP,210290.09,25825.1
Government,Germany,Carretera,Medium,1016.0,7.0,7112.0,355.6,6756.4,5080.0,1676.3999999999996,November,11,2013,2013-11-01,0.744561,GBP,5030.55,1248.18
Midmarket,Mexico,Carretera,Medium,2791.0,15.0,41865.0,2093.25,39771.75,27910.0,11861.75,November,11,2014,2014-11-01,0.744561,GBP,29612.49,8831.8
Government,United States of America,Carretera,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,December,12,2014,2014-12-01,0.744561,GBP,2822.26,700.26
Government,France,Carretera,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.549999999999,December,12,2014,2014-12-01,0.744561,GBP,12313.96,3055.34
Government,France,Montana,Medium,1384.5,350.0,484575.0,24228.75,460346.25,359970.0,100376.25,January,1,2014,2014-01-01,0.744561,GBP,342755.86,74736.24
Enterprise,United States of America,Montana,Medium,3627.0,125.0,453375.0,22668.75,430706.25,435240.0,-4533.75,July,7,2014,2014-07-01,0.744561,GBP,320687.08,-3375.65
Government,Mexico,Montana,Medium,720.0,350.0,252000.0,12600.0,239400.0,187200.0,52200.0,September,9,2013,2013-09-01,0.744561,GBP,178247.9,38866.08
Channel Partners,Germany,Montana,Medium,2342.0,12.0,28104.0,1405.2,26698.8,7026.0,19672.8,November,11,2014,2014-11-01,0.744561,GBP,19878.89,14647.6
Small Business,Mexico,Montana,Medium,1100.0,300.0,330000.0,16500.0,313500.0,275000.0,38500.0,December,12,2013,2013-12-01,0.744561,GBP,233419.87,28665.6
Government,France,Paseo,Medium,1303.0,20.0,26060.0,1303.0,24757.0,13030.0,11727.0,February,2,2014,2014-02-01,0.744561,GBP,18433.1,8731.47
Enterprise,United States of America,Paseo,Medium,2992.0,125.0,374000.0,18700.0,355300.0,359040.0,-3740.0,March,3,2014,2014-03-01,0.744561,GBP,264542.52,-2784.66
Enterprise,France,Paseo,Medium,2385.0,125.0,298125.0,14906.25,283218.75,286200.0,-2981.25,March,3,2014,2014-03-01,0.744561,GBP,210873.64,-2219.72
Small Business,Mexico,Paseo,Medium,1607.0,300.0,482100.0,24105.0,457995.0,401750.0,56245.0,April,4,2014,2014-04-01,0.744561,GBP,341005.22,41877.83
Government,United States of America,Paseo,Medium,2327.0,7.0,16289.0,814.45,15474.55,11635.0,3839.5499999999993,May,5,2014,2014-05-01,0.744561,GBP,11521.75,2858.78
Small Business,United States of America,Paseo,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,0.744561,GBP,210290.09,25825.1
Government,United States of America,Paseo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,0.744561,GBP,149035.05,32496.36
Midmarket,France,Paseo,Medium,2620.0,15.0,39300.0,1965.0,37335.0,26200.0,11135.0,September,9,2014,2014-09-01,0.744561,GBP,27798.18,8290.69
Government,Canada,Paseo,Medium,1228.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,October,10,2013,2013-10-01,0.744561,GBP,304011.7,66288.27
Government,Canada,Paseo,Medium,1389.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,October,10,2013,2013-10-01,0.744561,GBP,19649.71,9307.76
Enterprise,United States of America,Paseo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,0.744561,GBP,76126.71,-801.33
Enterprise,France,Paseo,Medium,704.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,October,10,2013,2013-10-01,0.744561,GBP,62245.3,-655.21
Government,Canada,Paseo,Medium,1802.0,20.0,36040.0,1802.0,34238.0,18020.0,16218.0,December,12,2013,2013-12-01,0.744561,GBP,25492.28,12075.29
Government,United States of America,Paseo,Medium,2663.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,December,12,2014,2014-12-01,0.744561,GBP,37672.55,17844.89
Government,France,Paseo,Medium,2136.0,7.0,14952.0,747.6,14204.4,10680.0,3524.3999999999996,December,12,2013,2013-12-01,0.744561,GBP,10576.04,2624.13
Midmarket,Germany,Paseo,Medium,2116.0,15.0,31740.0,1587.0,30153.0,21160.0,8993.0,December,12,2013,2013-12-01,0.744561,GBP,22450.75,6695.84
Midmarket,United States of America,Velo,Medium,555.0,15.0,8325.0,416.25,7908.75,5550.0,2358.75,January,1,2014,2014-01-01,0.744561,GBP,5888.55,1756.23
Midmarket,Mexico,Velo,Medium,2861.0,15.0,42915.0,2145.75,40769.25,28610.0,12159.25,January,1,2014,2014-01-01,0.744561,GBP,30355.19,9053.3
Enterprise,Germany,Velo,Medium,807.0,125.0,100875.0,5043.75,95831.25,96840.0,-1008.75,February,2,2014,2014-02-01,0.744561,GBP,71352.21,-751.08
Government,United States of America,Velo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,0.744561,GBP,149035.05,32496.36
Government,United States of America,Velo,Medium,2832.0,20.0,56640.0,2832.0,53808.0,28320.0,25488.0,August,8,2014,2014-08-01,0.744561,GBP,40063.34,18977.37
Government,France,Velo,Medium,1579.0,20.0,31580.0,1579.0,30001.0,15790.0,14211.0,August,8,2014,2014-08-01,0.744561,GBP,22337.57,10580.96
Enterprise,United States of America,Velo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,0.744561,GBP,76126.71,-801.33
